,open,close,high,low,volume,money
2024-01-10,36.99,37.25,37.7,36.78,11747739.0,438497330.69
2024-01-11,37.25,37.64,37.88,37.04,11204430.0,421604318.23
2024-01-12,37.46,37.07,37.64,37.0,7896419.0,294855278.61
2024-01-15,36.89,37.06,37.53,36.8,9153120.0,340792082.16
2024-01-16,36.85,37.5,37.58,36.66,13206644.0,491921067.25
2024-01-17,37.41,36.93,37.56,36.93,12011827.0,446810416.25
2024-01-18,36.79,37.08,37.21,35.77,19300837.0,701807140.45
2024-01-19,36.84,36.59,37.0,36.3,14235152.0,521150767.94
2024-01-22,36.45,35.94,36.74,35.69,17378576.0,630993439.43
2024-01-23,35.93,35.57,35.93,34.99,21606115.0,763600875.45
2024-01-24,35.87,36.0,36.06,34.78,16766818.0,595851002.86
2024-01-25,36.31,36.66,36.69,35.95,16720132.0,608491609.95
2024-01-26,36.5,36.13,36.6,35.7,16293471.0,588334521.88
2024-01-29,36.02,35.16,36.19,35.16,12433614.0,442386362.25
2024-01-30,35.07,32.83,35.33,32.54,41199123.0,1375723620.98
2024-01-31,32.83,33.61,33.82,32.83,27565604.0,923395543.44
2024-02-01,33.61,33.12,33.75,33.02,18726394.0,624519451.64
2024-02-02,33.4,32.52,33.53,31.85,19746890.0,644293115.03
2024-02-05,32.9,32.81,33.2,31.42,26930529.0,872676075.45
2024-02-06,32.53,34.59,34.72,32.44,21740911.0,739285693.46
2024-02-07,34.7,35.15,35.45,34.28,23730716.0,831530921.04
2024-02-08,35.29,35.83,36.09,35.1,20398720.0,729706954.02
2024-02-19,36.42,36.11,36.45,35.89,15145148.0,548133335.38
2024-02-20,36.55,36.52,36.59,36.03,13676621.0,497707206.74
2024-02-21,36.38,37.55,38.05,36.16,22256965.0,834068250.42
2024-02-22,37.77,37.52,37.78,37.21,10032616.0,375928160.17
2024-02-23,37.52,37.55,37.95,37.29,11954637.0,449367374.31
2024-02-26,37.87,37.39,38.14,37.39,10242478.0,385694471.22
2024-02-27,37.39,37.03,37.57,36.7,17528949.0,647217303.46
2024-02-28,37.04,36.26,37.07,36.26,19972288.0,730868102.2
2024-02-29,36.24,36.59,36.59,36.1,18041157.0,656450438.65
2024-03-01,36.62,36.31,36.69,36.16,17121790.0,622031217.91
2024-03-04,36.47,36.16,36.61,36.12,15246019.0,552690376.58
2024-03-05,35.98,36.26,36.34,35.76,17368015.0,624918820.15
2024-03-06,36.07,35.88,36.21,35.76,12371342.0,445017258.87
2024-03-07,35.97,35.51,36.49,35.32,14753389.0,528486470.72
2024-03-08,35.52,35.63,35.83,35.16,12824770.0,454971062.75
2024-03-11,35.63,36.33,36.4,35.5,17403466.0,628275221.27
2024-03-12,36.39,37.41,37.47,36.18,24332899.0,898648649.63
