date,code,close
2024-03-13,600309.SH,75.59
2024-03-13,600438.SH,26.31
2024-03-13,600519.SH,1659.24
2024-03-13,601318.SH,40.42
2024-03-14,000001.SZ,9.32
2024-03-14,000333.SZ,60.92
2024-03-14,000651.SZ,37.12
2024-03-14,000725.SZ,3.96
2024-03-14,000858.SZ,138.99
2024-03-14,002236.SZ,18.41
2024-03-14,002352.SZ,36.77
2024-03-14,002415.SZ,32.44
2024-03-14,002714.SZ,37.61
2024-03-14,300750.SZ,177.73
2024-03-14,600000.SH,6.78
2024-03-14,600030.SH,20.04
2024-03-14,600031.SH,13.62
2024-03-14,600036.SH,29.39
2024-03-14,600048.SH,9.14
2024-03-14,600104.SH,14.22
2024-03-14,600309.SH,75.01
2024-03-14,600438.SH,25.48
2024-03-14,600519.SH,1650.95
2024-03-14,601318.SH,40.16
2024-03-15,000001.SZ,9.59
2024-03-15,000333.SZ,60.64
2024-03-15,000651.SZ,36.36
2024-03-15,000725.SZ,3.95
2024-03-15,000858.SZ,140.63
2024-03-15,002236.SZ,18.43
2024-03-15,002352.SZ,36.58
2024-03-15,002415.SZ,32.07
2024-03-15,002714.SZ,37.39
2024-03-15,300750.SZ,171.8
2024-03-15,600000.SH,6.78
2024-03-15,600030.SH,19.92
2024-03-15,600031.SH,13.47
2024-03-15,600036.SH,29.24
2024-03-15,600048.SH,9.15
2024-03-15,600104.SH,14.14
2024-03-15,600309.SH,74.65
2024-03-15,600438.SH,25.08
2024-03-15,600519.SH,1651.43
2024-03-15,601318.SH,39.89
2024-03-18,000001.SZ,9.58
2024-03-18,000333.SZ,59.73
2024-03-18,000651.SZ,35.9
2024-03-18,000725.SZ,3.98
2024-03-18,000858.SZ,142.44
2024-03-18,002236.SZ,18.67
2024-03-18,002352.SZ,36.83
2024-03-18,002415.SZ,32.18
2024-03-18,002714.SZ,36.87
2024-03-18,300750.SZ,183.55
2024-03-18,600000.SH,6.81
2024-03-18,600030.SH,20.2
2024-03-18,600031.SH,13.49
2024-03-18,600036.SH,29.24
2024-03-18,600048.SH,8.98
2024-03-18,600104.SH,14.26
2024-03-18,600309.SH,75.75
2024-03-18,600438.SH,25.41
2024-03-18,600519.SH,1638.89
2024-03-18,601318.SH,39.94
2024-03-19,000001.SZ,9.49
2024-03-19,000333.SZ,59.55
2024-03-19,000651.SZ,35.97
2024-03-19,000725.SZ,4.0
2024-03-19,000858.SZ,145.11
2024-03-19,002236.SZ,18.64
2024-03-19,002352.SZ,36.74
2024-03-19,002415.SZ,32.33
2024-03-19,002714.SZ,37.91
2024-03-19,300750.SZ,181.27
2024-03-19,600000.SH,6.76
2024-03-19,600030.SH,20.14
2024-03-19,600031.SH,13.72
2024-03-19,600036.SH,28.98
2024-03-19,600048.SH,8.87
2024-03-19,600104.SH,14.31
2024-03-19,600309.SH,74.74
2024-03-19,600438.SH,25.22
2024-03-19,600519.SH,1633.21
2024-03-19,601318.SH,39.69
2024-03-20,000001.SZ,9.47
2024-03-20,000333.SZ,58.82
2024-03-20,000651.SZ,35.64
2024-03-20,000725.SZ,3.96
2024-03-20,000858.SZ,146.96
2024-03-20,002236.SZ,18.63
2024-03-20,002352.SZ,36.66
2024-03-20,002415.SZ,32.23
2024-03-20,002714.SZ,39.22
2024-03-20,300750.SZ,180.21
2024-03-20,600000.SH,6.73
2024-03-20,600030.SH,20.07
2024-03-20,600031.SH,13.77
2024-03-20,600036.SH,28.92
2024-03-20,600048.SH,8.8
2024-03-20,600104.SH,14.37
2024-03-20,600309.SH,75.75
2024-03-20,600438.SH,25.09
2024-03-20,600519.SH,1640.08
2024-03-20,601318.SH,39.57
2024-03-21,000001.SZ,9.52
2024-03-21,000333.SZ,57.6
2024-03-21,000651.SZ,35.69
2024-03-21,000725.SZ,3.97
2024-03-21,000858.SZ,147.11
2024-03-21,002236.SZ,18.79
2024-03-21,002352.SZ,36.88
2024-03-21,002415.SZ,32.38
2024-03-21,002714.SZ,40.18
2024-03-21,300750.SZ,183.68
2024-03-21,600000.SH,6.78
2024-03-21,600030.SH,20.13
2024-03-21,600031.SH,13.8
2024-03-21,600036.SH,29.29
2024-03-21,600048.SH,8.84
2024-03-21,600104.SH,14.42
2024-03-21,600309.SH,75.07
2024-03-21,600438.SH,24.95
2024-03-21,600519.SH,1644.2
2024-03-21,601318.SH,39.7
2024-03-22,000001.SZ,9.42
2024-03-22,000333.SZ,57.95
2024-03-22,000651.SZ,35.66
2024-03-22,000725.SZ,3.89
2024-03-22,000858.SZ,144.0
2024-03-22,002236.SZ,18.3
2024-03-22,002352.SZ,36.08
2024-03-22,002415.SZ,31.74
2024-03-22,002714.SZ,40.78
2024-03-22,300750.SZ,179.71
2024-03-22,600000.SH,6.71
2024-03-22,600030.SH,19.78
2024-03-22,600031.SH,13.65
2024-03-22,600036.SH,29.14
2024-03-22,600048.SH,8.75
2024-03-22,600104.SH,14.32
2024-03-22,600309.SH,74.14
2024-03-22,600438.SH,24.32
2024-03-22,600519.SH,1628.28
2024-03-22,601318.SH,38.21
2024-03-25,000001.SZ,9.43
2024-03-25,000333.SZ,59.18
2024-03-25,000651.SZ,35.74
2024-03-25,000725.SZ,3.87
2024-03-25,000858.SZ,141.77
2024-03-25,002236.SZ,18.42
2024-03-25,002352.SZ,36.0
2024-03-25,002415.SZ,31.65
2024-03-25,002714.SZ,40.99
2024-03-25,300750.SZ,179.21
2024-03-25,600000.SH,6.76
2024-03-25,600030.SH,18.87
2024-03-25,600031.SH,14.05
2024-03-25,600036.SH,29.16
2024-03-25,600048.SH,8.87
2024-03-25,600104.SH,14.33
2024-03-25,600309.SH,75.05
2024-03-25,600438.SH,24.23
2024-03-25,600519.SH,1621.12
2024-03-25,601318.SH,38.31
2024-03-26,000001.SZ,9.52
2024-03-26,000333.SZ,59.69
2024-03-26,000651.SZ,35.69
2024-03-26,000725.SZ,3.87
2024-03-26,000858.SZ,143.44
2024-03-26,002236.SZ,18.22
2024-03-26,002352.SZ,35.95
2024-03-26,002415.SZ,31.17
2024-03-26,002714.SZ,41.07
2024-03-26,300750.SZ,180.39
2024-03-26,600000.SH,6.82
2024-03-26,600030.SH,18.78
2024-03-26,600031.SH,14.25
2024-03-26,600036.SH,29.93
2024-03-26,600048.SH,9.08
2024-03-26,600104.SH,14.31
2024-03-26,600309.SH,76.01
2024-03-26,600438.SH,24.04
2024-03-26,600519.SH,1627.76
2024-03-26,601318.SH,38.39
2024-03-27,000001.SZ,9.6
2024-03-27,000333.SZ,59.88
2024-03-27,000651.SZ,35.9
2024-03-27,000725.SZ,3.89
2024-03-27,000858.SZ,144.23
2024-03-27,002236.SZ,17.46
2024-03-27,002352.SZ,33.68
2024-03-27,002415.SZ,31.18
2024-03-27,002714.SZ,40.93
2024-03-27,300750.SZ,182.63
2024-03-27,600000.SH,6.86
2024-03-27,600030.SH,18.7
2024-03-27,600031.SH,14.36
2024-03-27,600036.SH,30.38
2024-03-27,600048.SH,8.92
2024-03-27,600104.SH,14.52
2024-03-27,600309.SH,77.17
2024-03-27,600438.SH,23.61
2024-03-27,600519.SH,1638.89
2024-03-27,601318.SH,38.59
2024-03-28,000001.SZ,9.48
2024-03-28,000333.SZ,60.52
2024-03-28,000651.SZ,36.24
2024-03-28,000725.SZ,3.91
2024-03-28,000858.SZ,143.71
2024-03-28,002236.SZ,17.46
2024-03-28,002352.SZ,34.14
2024-03-28,002415.SZ,31.33
2024-03-28,002714.SZ,40.93
2024-03-28,300750.SZ,181.27
2024-03-28,600000.SH,6.86
2024-03-28,600030.SH,18.61
2024-03-28,600031.SH,14.16
2024-03-28,600036.SH,30.25
2024-03-28,600048.SH,8.87
2024-03-28,600104.SH,14.51
2024-03-28,600309.SH,77.19
2024-03-28,600438.SH,23.56
2024-03-28,600519.SH,1633.3
2024-03-28,601318.SH,38.4
2024-03-29,000001.SZ,9.53
2024-03-29,000333.SZ,60.98
2024-03-29,000651.SZ,36.71
2024-03-29,000725.SZ,3.99
2024-03-29,000858.SZ,144.19
2024-03-29,002236.SZ,17.73
2024-03-29,002352.SZ,33.76
2024-03-29,002415.SZ,31.15
2024-03-29,002714.SZ,40.91
2024-03-29,300750.SZ,183.97
2024-03-29,600000.SH,6.86
2024-03-29,600030.SH,18.48
2024-03-29,600031.SH,14.17
2024-03-29,600036.SH,30.25
2024-03-29,600048.SH,8.58
2024-03-29,600104.SH,14.52
2024-03-29,600309.SH,78.31
2024-03-29,600438.SH,23.68
2024-03-29,600519.SH,1638.02
2024-03-29,601318.SH,38.63
2024-04-01,000001.SZ,9.6
2024-04-01,000333.SZ,61.4
2024-04-01,000651.SZ,37.26
2024-04-01,000725.SZ,4.04
2024-04-01,000858.SZ,146.02
2024-04-01,002236.SZ,18.27
2024-04-01,002352.SZ,34.49
2024-04-01,002415.SZ,31.35
2024-04-01,002714.SZ,42.14
2024-04-01,300750.SZ,187.88
2024-04-01,600000.SH,6.89
2024-04-01,600030.SH,18.68
2024-04-01,600031.SH,14.41
2024-04-01,600036.SH,30.35
2024-04-01,600048.SH,8.59
2024-04-01,600104.SH,14.6
2024-04-01,600309.SH,81.15
2024-04-01,600438.SH,23.84
2024-04-01,600519.SH,1648.25
2024-04-01,601318.SH,38.83
2024-04-02,000001.SZ,9.62
2024-04-02,000333.SZ,62.98
2024-04-02,000651.SZ,37.59
2024-04-02,000725.SZ,4.21
2024-04-02,000858.SZ,146.36
2024-04-02,002236.SZ,17.93
2024-04-02,002352.SZ,34.07
2024-04-02,002415.SZ,31.2
2024-04-02,002714.SZ,42.73
2024-04-02,300750.SZ,190.89
2024-04-02,600000.SH,6.96
2024-04-02,600030.SH,18.66
2024-04-02,600031.SH,14.66
2024-04-02,600036.SH,30.6
2024-04-02,600048.SH,8.33
2024-04-02,600104.SH,14.82
2024-04-02,600309.SH,82.02
2024-04-02,600438.SH,23.91
2024-04-02,600519.SH,1644.73
2024-04-02,601318.SH,38.84
2024-04-03,000001.SZ,9.52
2024-04-03,000333.SZ,63.2
2024-04-03,000651.SZ,37.64
2024-04-03,000725.SZ,4.25
2024-04-03,000858.SZ,144.89
2024-04-03,002236.SZ,17.62
2024-04-03,002352.SZ,33.6
2024-04-03,002415.SZ,30.74
2024-04-03,002714.SZ,43.18
2024-04-03,300750.SZ,189.04
2024-04-03,600000.SH,6.94
2024-04-03,600030.SH,18.51
2024-04-03,600031.SH,14.55
2024-04-03,600036.SH,30.4
2024-04-03,600048.SH,8.29
2024-04-03,600104.SH,14.81
2024-04-03,600309.SH,81.87
2024-04-03,600438.SH,23.97
2024-04-03,600519.SH,1649.52
2024-04-03,601318.SH,38.45
2024-04-08,000001.SZ,9.47
2024-04-08,000333.SZ,61.95
2024-04-08,000651.SZ,37.2
2024-04-08,000725.SZ,4.29
2024-04-08,000858.SZ,138.98
2024-04-08,002236.SZ,17.49
2024-04-08,002352.SZ,33.09
2024-04-08,002415.SZ,30.69
2024-04-08,002714.SZ,43.55
2024-04-08,300750.SZ,189.04
2024-04-08,600000.SH,6.94
2024-04-08,600030.SH,18.17
2024-04-08,600031.SH,14.44
2024-04-08,600036.SH,30.21
2024-04-08,600048.SH,8.14
2024-04-08,600104.SH,14.85
2024-04-08,600309.SH,82.45
2024-04-08,600438.SH,23.13
2024-04-08,600519.SH,1603.78
2024-04-08,601318.SH,37.86
2024-04-09,000001.SZ,9.46
2024-04-09,000333.SZ,62.09
2024-04-09,000651.SZ,35.93
2024-04-09,000725.SZ,4.24
2024-04-09,000858.SZ,137.69
2024-04-09,002236.SZ,17.25
2024-04-09,002352.SZ,32.9
2024-04-09,002415.SZ,30.48
2024-04-09,002714.SZ,42.99
2024-04-09,300750.SZ,188.18
2024-04-09,600000.SH,6.99
2024-04-09,600030.SH,18.27
2024-04-09,600031.SH,14.79
2024-04-09,600036.SH,30.47
2024-04-09,600048.SH,8.04
2024-04-09,600104.SH,14.76
2024-04-09,600309.SH,84.11
2024-04-09,600438.SH,22.97
2024-04-09,600519.SH,1599.77
2024-04-09,601318.SH,38.07
2024-04-10,000001.SZ,9.38
2024-04-10,000333.SZ,61.84
2024-04-10,000651.SZ,35.69
2024-04-10,000725.SZ,4.19
2024-04-10,000858.SZ,134.34
2024-04-10,002236.SZ,17.0
2024-04-10,002352.SZ,32.59
2024-04-10,002415.SZ,30.24
2024-04-10,002714.SZ,42.84
2024-04-10,300750.SZ,186.06
2024-04-10,600000.SH,6.97
2024-04-10,600030.SH,17.76
2024-04-10,600031.SH,14.89
2024-04-10,600036.SH,30.36
2024-04-10,600048.SH,7.68
2024-04-10,600104.SH,14.74
2024-04-10,600309.SH,84.14
2024-04-10,600438.SH,22.83
2024-04-10,600519.SH,1586.8
2024-04-10,601318.SH,37.12
2024-04-11,000001.SZ,9.24
2024-04-11,000333.SZ,61.89
2024-04-11,000651.SZ,35.36
2024-04-11,000725.SZ,4.2
2024-04-11,000858.SZ,132.88
2024-04-11,002236.SZ,16.93
2024-04-11,002352.SZ,32.38
2024-04-11,002415.SZ,30.1
2024-04-11,002714.SZ,42.07
2024-04-11,300750.SZ,181.66
2024-04-11,600000.SH,6.94
2024-04-11,600030.SH,17.7
2024-04-11,600031.SH,15.06
2024-04-11,600036.SH,30.3
2024-04-11,600048.SH,7.5
2024-04-11,600104.SH,14.62
2024-04-11,600309.SH,83.77
2024-04-11,600438.SH,22.67
2024-04-11,600519.SH,1576.86
2024-04-11,601318.SH,36.66
2024-04-12,000001.SZ,9.17
2024-04-12,000333.SZ,61.86
2024-04-12,000651.SZ,35.66
2024-04-12,000725.SZ,4.19
2024-04-12,000858.SZ,132.41
2024-04-12,002236.SZ,17.06
2024-04-12,002352.SZ,32.28
2024-04-12,002415.SZ,30.03
2024-04-12,002714.SZ,41.12
2024-04-12,300750.SZ,182.64
2024-04-12,600000.SH,6.87
2024-04-12,600030.SH,17.32
2024-04-12,600031.SH,15.33
2024-04-12,600036.SH,30.24
2024-04-12,600048.SH,7.51
2024-04-12,600104.SH,14.6
2024-04-12,600309.SH,83.26
2024-04-12,600438.SH,22.2
2024-04-12,600519.SH,1576.22
2024-04-12,601318.SH,35.76
2024-04-15,000001.SZ,9.19
2024-04-15,000333.SZ,61.99
2024-04-15,000651.SZ,36.06
2024-04-15,000725.SZ,4.19
2024-04-15,000858.SZ,132.37
2024-04-15,002236.SZ,17.3
2024-04-15,002352.SZ,32.45
2024-04-15,002415.SZ,29.82
2024-04-15,002714.SZ,41.05
2024-04-15,300750.SZ,186.38
2024-04-15,600000.SH,6.87
2024-04-15,600030.SH,16.7
2024-04-15,600031.SH,15.3
2024-04-15,600036.SH,30.27
2024-04-15,600048.SH,7.44
2024-04-15,600104.SH,14.53
2024-04-15,600309.SH,83.8
2024-04-15,600438.SH,22.24
2024-04-15,600519.SH,1577.13
2024-04-15,601318.SH,35.77
2024-04-16,000001.SZ,9.33
2024-04-16,000333.SZ,63.77
2024-04-16,000651.SZ,36.7
2024-04-16,000725.SZ,4.18
2024-04-16,000858.SZ,136.39
2024-04-16,002236.SZ,16.95
2024-04-16,002352.SZ,32.6
2024-04-16,002415.SZ,30.21
2024-04-16,002714.SZ,41.3
2024-04-16,300750.SZ,189.35
2024-04-16,600000.SH,6.95
2024-04-16,600030.SH,16.91
2024-04-16,600031.SH,15.07
2024-04-16,600036.SH,30.61
2024-04-16,600048.SH,7.37
2024-04-16,600104.SH,14.66
2024-04-16,600309.SH,84.48
2024-04-16,600438.SH,22.24
2024-04-16,600519.SH,1600.31
2024-04-16,601318.SH,36.15
2024-04-17,000001.SZ,9.33
2024-04-17,000333.SZ,64.16
2024-04-17,000651.SZ,36.26
2024-04-17,000725.SZ,4.19
2024-04-17,000858.SZ,135.91
2024-04-17,002236.SZ,17.02
2024-04-17,002352.SZ,32.62
2024-04-17,002415.SZ,30.27
2024-04-17,002714.SZ,41.55
2024-04-17,300750.SZ,187.51
2024-04-17,600000.SH,6.93
2024-04-17,600030.SH,16.89
2024-04-17,600031.SH,14.97
2024-04-17,600036.SH,30.63
2024-04-17,600048.SH,7.53
2024-04-17,600104.SH,14.61
2024-04-17,600309.SH,83.96
2024-04-17,600438.SH,22.33
2024-04-17,600519.SH,1599.34
2024-04-17,601318.SH,36.09
2024-04-18,000001.SZ,9.65
2024-04-18,000333.SZ,65.5
2024-04-18,000651.SZ,37.12
2024-04-18,000725.SZ,4.24
2024-04-18,000858.SZ,135.44
2024-04-18,002236.SZ,16.98
2024-04-18,002352.SZ,32.84
2024-04-18,002415.SZ,30.96
2024-04-18,002714.SZ,41.57
2024-04-18,300750.SZ,185.92
2024-04-18,600000.SH,7.05
2024-04-18,600030.SH,17.4
2024-04-18,600031.SH,15.47
2024-04-18,600036.SH,31.3
2024-04-18,600048.SH,7.57
2024-04-18,600104.SH,14.68
2024-04-18,600309.SH,83.99
2024-04-18,600438.SH,22.62
2024-04-18,600519.SH,1599.51
2024-04-18,601318.SH,36.85
2024-04-19,000001.SZ,9.74
2024-04-19,000333.SZ,66.51
2024-04-19,000651.SZ,37.43
2024-04-19,000725.SZ,4.18
2024-04-19,000858.SZ,134.2
2024-04-19,002236.SZ,16.68
2024-04-19,002352.SZ,32.79
2024-04-19,002415.SZ,30.58
2024-04-19,002714.SZ,42.03
2024-04-19,300750.SZ,184.1
2024-04-19,600000.SH,7.0
2024-04-19,600030.SH,17.48
2024-04-19,600031.SH,15.39
2024-04-19,600036.SH,31.52
2024-04-19,600048.SH,7.68
2024-04-19,600104.SH,14.76
2024-04-19,600309.SH,83.41
2024-04-19,600438.SH,22.0
2024-04-19,600519.SH,1583.21
2024-04-19,601318.SH,37.22
2024-04-22,000001.SZ,9.54
2024-04-22,000333.SZ,66.58
2024-04-22,000651.SZ,37.19
2024-04-22,000725.SZ,4.15
2024-04-22,000858.SZ,135.06
2024-04-22,002236.SZ,16.08
2024-04-22,002352.SZ,32.85
2024-04-22,002415.SZ,30.83
2024-04-22,002714.SZ,42.61
2024-04-22,300750.SZ,185.13
2024-04-22,600000.SH,7.02
2024-04-22,600030.SH,17.54
2024-04-22,600031.SH,15.03
2024-04-22,600036.SH,31.17
2024-04-22,600048.SH,7.62
2024-04-22,600104.SH,14.65
2024-04-22,600309.SH,84.53
2024-04-22,600438.SH,22.1
2024-04-22,600519.SH,1586.8
2024-04-22,601318.SH,37.49
2024-04-23,000001.SZ,9.55
2024-04-23,000333.SZ,64.75
2024-04-23,000651.SZ,36.51
2024-04-23,000725.SZ,4.17
2024-04-23,000858.SZ,136.07
2024-04-23,002236.SZ,16.13
2024-04-23,002352.SZ,33.54
2024-04-23,002415.SZ,31.44
2024-04-23,002714.SZ,43.92
2024-04-23,300750.SZ,182.51
2024-04-23,600000.SH,6.99
2024-04-23,600030.SH,17.61
2024-04-23,600031.SH,14.63
2024-04-23,600036.SH,31.34
2024-04-23,600048.SH,7.63
2024-04-23,600104.SH,14.57
2024-04-23,600309.SH,83.55
2024-04-23,600438.SH,21.85
2024-04-23,600519.SH,1615.74
2024-04-23,601318.SH,37.61
2024-04-24,000001.SZ,9.55
2024-04-24,000333.SZ,63.94
2024-04-24,000651.SZ,36.35
2024-04-24,000725.SZ,4.17
2024-04-24,000858.SZ,137.99
2024-04-24,002236.SZ,16.24
2024-04-24,002352.SZ,33.3
2024-04-24,002415.SZ,31.22
2024-04-24,002714.SZ,42.94
2024-04-24,300750.SZ,181.08
2024-04-24,600000.SH,7.04
2024-04-24,600030.SH,17.47
2024-04-24,600031.SH,14.94
2024-04-24,600036.SH,31.22
2024-04-24,600048.SH,7.57
2024-04-24,600104.SH,14.42
2024-04-24,600309.SH,83.15
2024-04-24,600438.SH,20.65
2024-04-24,600519.SH,1623.77
2024-04-24,601318.SH,38.08
2024-04-25,000001.SZ,9.57
2024-04-25,000333.SZ,64.31
2024-04-25,000651.SZ,36.54
2024-04-25,000725.SZ,4.23
2024-04-25,000858.SZ,138.95
2024-04-25,002236.SZ,16.21
2024-04-25,002352.SZ,33.35
2024-04-25,002415.SZ,31.23
2024-04-25,002714.SZ,42.69
2024-04-25,300750.SZ,182.52
2024-04-25,600000.SH,7.05
2024-04-25,600030.SH,17.52
2024-04-25,600031.SH,15.13
2024-04-25,600036.SH,31.48
2024-04-25,600048.SH,7.54
2024-04-25,600104.SH,14.44
2024-04-25,600309.SH,82.97
2024-04-25,600438.SH,20.34
2024-04-25,600519.SH,1622.73
2024-04-25,601318.SH,38.26
2024-04-26,000001.SZ,9.57
2024-04-26,000333.SZ,64.58
2024-04-26,000651.SZ,36.74
2024-04-26,000725.SZ,4.28
2024-04-26,000858.SZ,141.01
2024-04-26,002236.SZ,16.29
2024-04-26,002352.SZ,34.21
2024-04-26,002415.SZ,31.59
2024-04-26,002714.SZ,43.14
2024-04-26,300750.SZ,186.53
2024-04-26,600000.SH,7.09
2024-04-26,600030.SH,17.78
2024-04-26,600031.SH,15.1
2024-04-26,600036.SH,32.28
2024-04-26,600048.SH,7.56
2024-04-26,600104.SH,14.67
2024-04-26,600309.SH,83.82
2024-04-26,600438.SH,20.21
2024-04-26,600519.SH,1634.05
2024-04-26,601318.SH,38.75
2024-04-29,000001.SZ,9.61
2024-04-29,000333.SZ,64.4
2024-04-29,000651.SZ,36.92
2024-04-29,000725.SZ,4.29
2024-04-29,000858.SZ,141.78
2024-04-29,002236.SZ,16.77
2024-04-29,002352.SZ,34.41
2024-04-29,002415.SZ,31.7
2024-04-29,002714.SZ,42.71
2024-04-29,300750.SZ,194.29
2024-04-29,600000.SH,7.04
2024-04-29,600030.SH,18.43
2024-04-29,600031.SH,15.65
2024-04-29,600036.SH,32.26
2024-04-29,600048.SH,8.1
2024-04-29,600104.SH,14.65
2024-04-29,600309.SH,85.86
2024-04-29,600438.SH,20.73
2024-04-29,600519.SH,1633.89
2024-04-29,601318.SH,39.32
2024-04-30,000001.SZ,9.8
2024-04-30,000333.SZ,63.99
2024-04-30,000651.SZ,38.29
2024-04-30,000725.SZ,4.32
2024-04-30,000858.SZ,142.18
2024-04-30,002236.SZ,17.26
2024-04-30,002352.SZ,34.36
2024-04-30,002415.SZ,32.06
2024-04-30,002714.SZ,42.53
2024-04-30,300750.SZ,201.04
2024-04-30,600000.SH,7.29
2024-04-30,600030.SH,18.34
2024-04-30,600031.SH,15.69
2024-04-30,600036.SH,32.12
2024-04-30,600048.SH,8.38
2024-04-30,600104.SH,14.44
2024-04-30,600309.SH,88.44
2024-04-30,600438.SH,20.44
2024-04-30,600519.SH,1644.68
2024-04-30,601318.SH,39.23
2024-05-06,000001.SZ,9.9
2024-05-06,000333.SZ,66.72
2024-05-06,000651.SZ,39.95
2024-05-06,000725.SZ,4.38
2024-05-06,000858.SZ,144.98
2024-05-06,002236.SZ,17.36
2024-05-06,002352.SZ,35.13
2024-05-06,002415.SZ,32.51
2024-05-06,002714.SZ,42.45
2024-05-06,300750.SZ,205.05
2024-05-06,600000.SH,7.48
2024-05-06,600030.SH,18.5
2024-05-06,600031.SH,16.25
2024-05-06,600036.SH,32.75
2024-05-06,600048.SH,8.38
2024-05-06,600104.SH,14.37
2024-05-06,600309.SH,89.46
2024-05-06,600438.SH,20.99
2024-05-06,600519.SH,1665.9
2024-05-06,601318.SH,40.23
2024-05-07,000001.SZ,9.83
2024-05-07,000333.SZ,67.65
2024-05-07,000651.SZ,40.27
2024-05-07,000725.SZ,4.38
2024-05-07,000858.SZ,145.12
2024-05-07,002236.SZ,17.3
2024-05-07,002352.SZ,35.13
2024-05-07,002415.SZ,32.66
2024-05-07,002714.SZ,43.11
2024-05-07,300750.SZ,204.17
2024-05-07,600000.SH,7.45
2024-05-07,600030.SH,18.45
2024-05-07,600031.SH,16.57
2024-05-07,600036.SH,32.66
2024-05-07,600048.SH,8.31
2024-05-07,600104.SH,14.13
2024-05-07,600309.SH,91.01
2024-05-07,600438.SH,20.92
2024-05-07,600519.SH,1694.53
2024-05-07,601318.SH,40.06
2024-05-08,000001.SZ,9.78
2024-05-08,000333.SZ,67.43
2024-05-08,000651.SZ,39.8
2024-05-08,000725.SZ,4.34
2024-05-08,000858.SZ,145.88
2024-05-08,002236.SZ,16.9
2024-05-08,002352.SZ,35.02
2024-05-08,002415.SZ,31.86
2024-05-08,002714.SZ,43.67
2024-05-08,300750.SZ,202.14
2024-05-08,600000.SH,7.5
2024-05-08,600030.SH,18.14
2024-05-08,600031.SH,16.38
2024-05-08,600036.SH,32.59
2024-05-08,600048.SH,8.55
2024-05-08,600104.SH,14.05
2024-05-08,600309.SH,89.79
2024-05-08,600438.SH,21.26
2024-05-08,600519.SH,1693.55
2024-05-08,601318.SH,39.76
2024-05-09,000001.SZ,9.78
2024-05-09,000333.SZ,67.65
2024-05-09,000651.SZ,39.75
2024-05-09,000725.SZ,4.35
2024-05-09,000858.SZ,145.29
2024-05-09,002236.SZ,16.91
2024-05-09,002352.SZ,35.1
2024-05-09,002415.SZ,31.84
2024-05-09,002714.SZ,45.41
2024-05-09,300750.SZ,205.22
2024-05-09,600000.SH,7.49
2024-05-09,600030.SH,18.21
2024-05-09,600031.SH,16.44
2024-05-09,600036.SH,32.63
2024-05-09,600048.SH,8.6
2024-05-09,600104.SH,14.12
2024-05-09,600309.SH,88.53
2024-05-09,600438.SH,21.35
2024-05-09,600519.SH,1688.09
2024-05-09,601318.SH,39.74
2024-05-10,000001.SZ,9.83
2024-05-10,000333.SZ,68.34
2024-05-10,000651.SZ,40.29
2024-05-10,000725.SZ,4.31
2024-05-10,000858.SZ,144.42
2024-05-10,002236.SZ,16.67
2024-05-10,002352.SZ,35.75
2024-05-10,002415.SZ,32.04
2024-05-10,002714.SZ,45.69
2024-05-10,300750.SZ,202.03
2024-05-10,600000.SH,7.52
2024-05-10,600030.SH,18.24
2024-05-10,600031.SH,16.98
2024-05-10,600036.SH,32.82
2024-05-10,600048.SH,8.79
2024-05-10,600104.SH,14.05
2024-05-10,600309.SH,88.84
2024-05-10,600438.SH,21.39
2024-05-10,600519.SH,1672.64
2024-05-10,601318.SH,40.37
2024-05-13,000001.SZ,9.87
2024-05-13,000333.SZ,67.73
2024-05-13,000651.SZ,40.46
2024-05-13,000725.SZ,4.3
2024-05-13,000858.SZ,142.02
2024-05-13,002236.SZ,16.66
2024-05-13,002352.SZ,35.36
2024-05-13,002415.SZ,31.8
2024-05-13,002714.SZ,45.11
2024-05-13,300750.SZ,194.58
2024-05-13,600000.SH,7.59
2024-05-13,600030.SH,18.15
2024-05-13,600031.SH,16.87
2024-05-13,600036.SH,33.32
2024-05-13,600048.SH,9.01
2024-05-13,600104.SH,14.0
2024-05-13,600309.SH,88.62
2024-05-13,600438.SH,21.52
2024-05-13,600519.SH,1641.03
2024-05-13,601318.SH,40.04
2024-05-14,000001.SZ,9.94
2024-05-14,000333.SZ,67.25
2024-05-14,000651.SZ,39.88
2024-05-14,000725.SZ,4.33
2024-05-14,000858.SZ,141.8
2024-05-14,002236.SZ,16.93
2024-05-14,002352.SZ,35.41
2024-05-14,002415.SZ,32.31
2024-05-14,002714.SZ,46.14
2024-05-14,300750.SZ,197.17
2024-05-14,600000.SH,7.58
2024-05-14,600030.SH,18.22
2024-05-14,600031.SH,16.6
2024-05-14,600036.SH,33.2
2024-05-14,600048.SH,8.99
2024-05-14,600104.SH,14.15
2024-05-14,600309.SH,88.72
2024-05-14,600438.SH,21.59
2024-05-14,600519.SH,1639.86
2024-05-14,601318.SH,40.02
2024-05-15,000001.SZ,9.87
2024-05-15,000333.SZ,68.11
2024-05-15,000651.SZ,40.02
2024-05-15,000725.SZ,4.29
2024-05-15,000858.SZ,142.24
2024-05-15,002236.SZ,16.78
2024-05-15,002352.SZ,35.45
2024-05-15,002415.SZ,32.32
2024-05-15,002714.SZ,45.66
2024-05-15,300750.SZ,196.56
2024-05-15,600000.SH,7.56
2024-05-15,600030.SH,18.13
2024-05-15,600031.SH,16.54
