,open,close,high,low,volume,money
2024-01-10,3.74,3.69,3.75,3.68,315222731.0,1168411120.85
2024-01-11,3.7,3.73,3.74,3.68,230213382.0,855965250.48
2024-01-12,3.72,3.69,3.74,3.68,225129219.0,835198124.7
2024-01-15,3.67,3.69,3.72,3.66,195279068.0,721545641.36
2024-01-16,3.7,3.7,3.71,3.63,312923614.0,1149691608.14
2024-01-17,3.69,3.65,3.7,3.65,224598107.0,826388162.0
2024-01-18,3.65,3.64,3.66,3.51,494293301.0,1770996794.92
2024-01-19,3.62,3.62,3.66,3.57,309147719.0,1118105654.45
2024-01-22,3.62,3.55,3.64,3.52,350040481.0,1259434990.87
2024-01-23,3.54,3.55,3.59,3.5,284482505.0,1008330679.66
2024-01-24,3.56,3.63,3.64,3.5,270752971.0,967834693.88
2024-01-25,3.63,3.71,3.72,3.61,312115502.0,1150401965.86
2024-01-26,3.7,3.72,3.75,3.68,320267255.0,1191565002.15
2024-01-29,3.73,3.71,3.76,3.71,247432546.0,924638822.39
2024-01-30,3.7,3.62,3.72,3.62,252380980.0,928215791.91
2024-01-31,3.62,3.57,3.64,3.55,293350953.0,1054996194.37
2024-02-01,3.55,3.64,3.71,3.54,366241024.0,1334934000.74
2024-02-02,3.66,3.62,3.68,3.52,391845141.0,1413168328.7
2024-02-05,3.6,3.62,3.67,3.54,477302508.0,1720309006.77
2024-02-06,3.59,3.79,3.8,3.58,556178082.0,2072658495.32
2024-02-07,3.81,3.85,3.86,3.79,558535278.0,2143944940.56
2024-02-08,3.84,3.85,3.87,3.8,470718354.0,1810685603.68
2024-02-19,3.87,3.92,3.92,3.83,456137069.0,1776347591.67
2024-02-20,3.9,3.93,3.94,3.88,319914445.0,1253422509.21
2024-02-21,3.92,3.94,4.0,3.89,438975412.0,1740056568.64
2024-02-22,3.95,3.95,3.97,3.91,325355253.0,1282298394.84
2024-02-23,3.96,3.95,3.97,3.92,258127866.0,1018522010.93
2024-02-26,3.95,3.9,3.97,3.9,285258587.0,1122148580.8
2024-02-27,3.9,3.95,3.96,3.89,272727064.0,1072043389.16
2024-02-28,3.96,3.87,3.97,3.87,412825249.0,1616784893.84
2024-02-29,3.85,3.96,3.96,3.85,387422227.0,1518212092.3
2024-03-01,3.96,4.08,4.08,3.96,701103746.0,2826205225.19
2024-03-04,4.1,4.02,4.11,4.01,418228512.0,1688960386.73
2024-03-05,4.01,4.04,4.06,4.0,381975798.0,1541094379.36
2024-03-06,4.04,4.02,4.09,4.02,343061100.0,1388119033.48
2024-03-07,4.02,4.0,4.05,3.99,267537869.0,1074070261.42
2024-03-08,4.01,4.02,4.03,3.99,209459639.0,840716269.4
2024-03-11,4.02,4.05,4.07,4.0,346369318.0,1399474885.8
2024-03-12,4.06,4.03,4.06,4.0,295407746.0,1188820766.43
2024-03-13,4.03,4.03,4.06,4.01,310088229.0,1252608983.54
2024-03-14,4.02,3.97,4.04,3.96,295798817.0,1182204961.89
2024-03-15,3.97,4.01,4.01,3.95,260671069.0,1038739236.12
2024-03-18,4.01,4.02,4.03,3.98,335530931.0,1343637741.87
2024-03-19,4.01,4.01,4.05,4.0,278076251.0,1119769188.63
2024-03-20,4.0,3.98,4.02,3.96,258032761.0,1027584670.03
2024-03-21,3.99,3.97,4.05,3.97,325925409.0,1304912951.11
2024-03-22,3.97,3.89,3.99,3.89,364034074.0,1426570653.83
2024-03-25,3.89,3.9,3.95,3.87,288735335.0,1132912017.28
2024-03-26,3.9,3.91,3.93,3.87,219109900.0,854498358.03
2024-03-27,3.91,3.92,3.97,3.89,358720961.0,1411584413.56
2024-03-28,3.92,4.0,4.04,3.91,392364116.0,1564838388.88
2024-03-29,4.01,4.03,4.03,3.99,196664290.0,787714887.14
2024-04-01,4.05,4.31,4.36,4.04,1202438297.0,5130006720.2
2024-04-02,4.28,4.27,4.31,4.21,554148599.0,2357191633.2
2024-04-03,4.27,4.31,4.38,4.25,561765179.0,2419524826.85
2024-04-08,4.33,4.32,4.39,4.29,467051560.0,2028590805.27
2024-04-09,4.33,4.3,4.35,4.24,364478888.0,1559763873.94
2024-04-10,4.29,4.23,4.3,4.19,336855313.0,1428026061.91
2024-04-11,4.2,4.21,4.25,4.2,295729241.0,1248385587.13
2024-04-12,4.26,4.2,4.31,4.19,493742066.0,2089246272.09
2024-04-15,4.2,4.27,4.29,4.19,461439271.0,1962152188.33
2024-04-16,4.27,4.19,4.28,4.18,390983206.0,1648690146.79
2024-04-17,4.19,4.25,4.26,4.19,380243875.0,1603181501.69
2024-04-18,4.24,4.27,4.38,4.24,448336441.0,1931921419.29
2024-04-19,4.25,4.21,4.27,4.18,377922016.0,1592834339.84
2024-04-22,4.2,4.19,4.21,4.15,240866515.0,1008134855.83
2024-04-23,4.22,4.18,4.27,4.17,341726874.0,1437579667.45
2024-04-24,4.18,4.25,4.26,4.17,318087057.0,1342628130.44
2024-04-25,4.25,4.29,4.34,4.23,355797745.0,1527145801.4
2024-04-26,4.29,4.34,4.34,4.28,360859756.0,1560142524.03
2024-04-29,4.33,4.31,4.34,4.29,360722619.0,1553219122.52
2024-04-30,4.33,4.33,4.39,4.32,436450873.0,1899395509.96
2024-05-06,4.42,4.49,4.53,4.38,752418690.0,3357662786.17
2024-05-07,4.48,4.4,4.5,4.38,478484042.0,2124494174.51
2024-05-08,4.41,4.39,4.42,4.34,408280445.0,1787022742.25
2024-05-09,4.37,4.36,4.43,4.35,351420337.0,1542804958.95
2024-05-10,4.38,4.35,4.39,4.31,320523314.0,1390409617.21
