,open,close,high,low,volume,money
2024-01-10,52.85,52.9,53.42,52.53,18603395.0,984854746.1
2024-01-11,52.9,52.69,53.16,52.43,22169517.0,1168392664.94
2024-01-12,52.59,52.69,53.37,52.28,25430871.0,1343879865.49
2024-01-15,52.53,53.53,53.63,52.36,19963911.0,1063527118.83
2024-01-16,53.27,54.53,54.55,52.78,35211633.0,1903147107.14
2024-01-17,54.25,54.0,54.88,54.0,28096031.0,1530395102.15
2024-01-18,54.4,54.03,54.59,52.76,40736758.0,2175726535.61
2024-01-19,53.64,53.78,54.22,53.51,31251655.0,1681993909.22
2024-01-22,53.53,53.01,54.28,52.76,37560359.0,2017295148.71
2024-01-23,53.18,54.01,54.31,52.49,30115370.0,1612570165.77
2024-01-24,53.79,54.78,55.02,53.66,27625847.0,1503303922.9
2024-01-25,54.89,53.98,55.07,53.87,26059880.0,1412367267.65
2024-01-26,53.98,55.09,55.32,53.98,34183731.0,1874299632.73
2024-01-29,55.46,56.22,56.98,55.26,39145453.0,2204469369.87
2024-01-30,56.23,55.77,56.71,55.56,28575368.0,1604993046.2
2024-01-31,55.47,55.8,56.46,55.0,26665897.0,1486711039.1
2024-02-01,55.78,56.34,56.96,55.56,31672531.0,1785789270.81
2024-02-02,56.04,55.8,56.4,54.9,30221834.0,1687829336.99
2024-02-05,55.56,56.95,57.09,55.39,48187347.0,2724269122.18
2024-02-06,56.77,57.43,58.23,56.54,39612760.0,2279549237.76
2024-02-07,56.8,58.54,58.6,56.55,48224563.0,2791586567.03
2024-02-08,58.71,57.75,59.74,57.46,36248011.0,2112587867.05
2024-02-19,59.1,58.05,59.1,57.29,37263399.0,2157379733.25
2024-02-20,57.76,59.1,59.19,57.16,30932127.0,1807531882.32
2024-02-21,58.43,59.11,59.92,58.13,29017865.0,1719403865.94
2024-02-22,58.64,58.77,59.19,58.46,20104796.0,1180530929.52
2024-02-23,59.09,57.11,59.49,56.82,44986006.0,2580957128.97
2024-02-26,57.33,57.76,58.91,57.33,35595096.0,2070387072.2
2024-02-27,58.04,59.32,59.38,57.57,29245035.0,1720508594.65
2024-02-28,59.39,59.22,59.69,58.39,26481345.0,1568616988.79
2024-02-29,59.39,60.0,60.81,59.15,51069311.0,3071855395.62
2024-03-01,60.83,61.76,61.8,60.23,34287255.0,2102800960.25
2024-03-04,62.27,61.88,63.22,60.83,39026088.0,2415284580.13
2024-03-05,61.93,62.3,62.65,60.78,37085383.0,2288367736.34
2024-03-06,62.17,61.8,62.77,61.6,22885726.0,1422222516.43
2024-03-07,61.74,63.03,63.85,61.5,31979294.0,2020641414.39
2024-03-08,63.1,63.32,63.69,62.15,27272679.0,1714883400.95
2024-03-11,63.31,62.67,63.32,61.84,29257778.0,1826293591.58
2024-03-12,62.6,61.43,62.6,60.4,52968104.0,3241294650.71
2024-03-13,60.98,61.37,61.62,60.35,34160167.0,2084900581.88
2024-03-14,61.17,61.79,62.03,60.92,32916357.0,2026233407.14
2024-03-15,61.68,61.33,61.79,60.64,26582124.0,1624685427.44
2024-03-18,61.19,59.74,61.2,59.73,44367504.0,2667915013.67
2024-03-19,59.58,59.97,60.46,59.55,31103017.0,1867932283.73
2024-03-20,59.58,59.28,59.87,58.82,39450436.0,2337851554.39
2024-03-21,59.31,58.0,59.43,57.6,40910103.0,2377326996.2
2024-03-22,58.01,59.99,60.01,57.95,45051961.0,2671677604.67
2024-03-25,59.57,60.25,60.98,59.18,28084757.0,1694247611.48
2024-03-26,59.69,60.08,60.59,59.69,26467132.0,1591428438.39
2024-03-27,59.9,60.99,62.15,59.88,36372878.0,2227887825.25
2024-03-28,61.53,61.86,62.64,60.52,47169680.0,2915943394.08
2024-03-29,61.86,61.52,62.96,60.98,26587296.0,1638381689.95
2024-04-01,61.79,63.43,63.49,61.4,34210338.0,2146737286.06
2024-04-02,63.22,63.46,63.73,62.98,23648442.0,1497277780.33
2024-04-03,63.42,63.92,64.09,63.2,21532285.0,1370613982.65
2024-04-08,63.91,62.57,64.04,61.95,33858818.0,2125546168.65
2024-04-09,62.27,62.3,62.84,62.09,20333647.0,1270147986.31
2024-04-10,62.14,62.43,63.42,61.84,18876020.0,1184377719.41
2024-04-11,62.22,62.33,63.18,61.89,19839343.0,1239842457.97
2024-04-12,62.26,62.16,62.84,61.86,22688830.0,1414407755.38
2024-04-15,62.16,64.03,64.18,61.99,33179490.0,2102897320.7
2024-04-16,63.97,65.44,65.88,63.77,40912427.0,2659237097.09
2024-04-17,65.14,65.7,65.91,64.16,25627721.0,1664966380.0
2024-04-18,65.7,67.06,68.33,65.5,41278587.0,2777734456.54
2024-04-19,66.51,67.06,67.61,66.51,30077598.0,2017233099.5
2024-04-22,67.25,67.04,68.2,66.58,30214788.0,2032072605.39
2024-04-23,66.89,65.51,67.06,64.75,39896240.0,2605557574.87
2024-04-24,65.47,65.04,65.75,63.94,32134852.0,2079963045.53
2024-04-25,64.31,65.37,65.68,64.31,23000867.0,1500859467.9
2024-04-26,65.38,65.49,65.76,64.58,25289595.0,1650078937.5
2024-04-29,65.43,65.33,65.98,64.4,34685500.0,2264197665.48
2024-04-30,64.03,66.84,68.16,63.99,59640727.0,3988190597.55
2024-05-06,67.53,68.02,68.45,66.72,48207855.0,3263609833.49
2024-05-07,67.83,68.11,69.29,67.65,31767822.0,2176139138.45
2024-05-08,67.53,67.77,68.34,67.43,18437566.0,1252248295.46
2024-05-09,68.01,68.83,69.3,67.65,29826532.0,2046734809.61
2024-05-10,69.16,68.86,69.29,68.34,23475437.0,1616063316.04
2024-05-13,68.86,69.65,69.92,67.73,28360438.0,1965130432.85
2024-05-14,69.62,67.86,69.82,67.25,41676813.0,2827063811.33
2024-05-15,68.5,69.76,70.1,68.11,30189455.0,2090761785.82
2024-05-16,69.76,69.34,69.8,68.8,24600403.0,1703048548.24
2024-05-17,68.78,68.03,69.5,66.52,41848256.0,2828611122.66
2024-05-20,67.01,66.57,67.88,66.21,42643037.0,2846862348.52
2024-05-21,66.27,66.55,67.3,66.2,24358794.0,1626841822.28
2024-05-22,66.34,65.41,66.54,65.31,26105215.0,1715205331.79
2024-05-23,65.4,65.74,66.19,65.0,24096149.0,1582459055.38
2024-05-24,65.4,66.62,66.98,65.1,25926968.0,1724580966.82
2024-05-27,66.5,67.59,68.28,65.54,30546219.0,2062139516.42
2024-05-28,67.6,67.03,67.78,66.5,19173667.0,1284865352.19
2024-05-29,66.6,65.85,67.2,65.5,24132098.0,1590410760.91
2024-05-30,65.71,65.18,66.19,65.14,19358623.0,1269509292.14
2024-05-31,65.19,64.76,65.57,64.55,26129419.0,1696172930.47
2024-06-03,64.88,65.02,66.3,64.27,35755629.0,2337233616.39
2024-06-04,64.99,64.68,64.99,63.4,30621198.0,1969401516.25
2024-06-05,64.55,63.92,65.2,63.8,28331925.0,1825603149.54
2024-06-06,63.8,65.76,66.03,63.8,43603719.0,2848032776.87
2024-06-07,65.2,65.16,65.45,63.71,40064590.0,2591739293.28
2024-06-11,64.5,65.0,66.5,64.18,33689664.0,2188026771.58
2024-06-12,64.84,65.16,65.74,64.53,25707199.0,1675974671.31
2024-06-13,65.31,63.92,65.45,63.66,27485047.0,1763239543.63
2024-06-14,63.51,65.61,65.76,63.5,37924447.0,2468107111.36
2024-06-17,65.76,64.53,65.76,64.18,25335808.0,1639603938.51
2024-06-18,64.3,64.84,65.19,63.67,21867469.0,1409611739.3
2024-06-19,64.77,64.0,65.08,62.8,34699957.0,2206055297.91
2024-06-20,63.9,64.47,64.75,63.54,28085788.0,1806800937.96
2024-06-21,64.49,63.95,64.75,63.5,24153669.0,1544527731.0
2024-06-24,63.71,64.88,65.55,63.61,30799053.0,1993977958.31
2024-06-25,64.85,65.29,65.79,64.52,25309206.0,1652171355.94
2024-06-26,65.01,64.25,65.39,63.91,23831407.0,1531598024.31
2024-06-27,64.05,64.1,64.48,63.47,27409461.0,1750926675.09
2024-06-28,63.5,64.5,64.79,63.48,25195612.0,1624767678.92
2024-07-01,64.29,64.09,65.38,63.6,19528313.0,1255074545.11
2024-07-02,63.7,63.0,64.2,62.8,29181345.0,1843585721.5
2024-07-03,63.05,63.03,63.68,62.74,18120842.0,1145370115.46
2024-07-04,63.2,64.6,65.2,63.2,27753098.0,1794060145.67
2024-07-05,64.5,64.0,65.15,63.0,26479582.0,1686503681.35
2024-07-08,63.6,64.23,64.72,63.17,19443576.0,1247645531.39
2024-07-09,63.81,64.1,64.67,63.62,21664464.0,1392889371.6
2024-07-10,64.54,63.81,65.06,63.81,15846909.0,1016718370.02
2024-07-11,63.85,63.9,64.45,62.52,27182655.0,1727208383.05
2024-07-12,63.79,65.0,65.2,63.64,24574092.0,1588658353.04
2024-07-15,64.78,64.94,65.16,64.36,17045913.0,1104204268.83
2024-07-16,64.63,64.27,64.96,63.75,20406778.0,1313240364.46
2024-07-17,64.04,62.83,64.38,61.66,46462849.0,2909157024.47
2024-07-18,62.01,63.9,64.46,62.01,34532462.0,2193053870.99
2024-07-19,63.36,63.6,63.78,62.89,21796963.0,1381064607.73
2024-07-22,63.45,63.63,64.64,63.32,19930345.0,1273643438.97
2024-07-23,63.63,62.38,63.79,62.38,18537845.0,1165932039.58
2024-07-24,62.01,60.08,62.72,59.64,45547336.0,2757887293.78
2024-07-25,59.52,59.4,60.09,58.9,30109151.0,1787253321.67
2024-07-26,62.83,62.84,62.99,61.4,57740171.0,3598947643.17
2024-07-29,62.3,62.88,63.21,62.16,20712828.0,1297587354.92
2024-07-30,62.51,61.06,62.77,60.6,22575846.0,1381015833.58
2024-07-31,60.73,63.76,63.86,60.73,40174739.0,2530147580.33
2024-08-01,63.8,63.58,64.67,63.41,24406833.0,1561027258.87
2024-08-02,63.3,62.99,64.28,62.57,20261524.0,1280021474.21
2024-08-05,62.54,61.65,64.3,61.56,35476754.0,2214817314.94
2024-08-06,61.61,59.92,62.26,59.52,38493182.0,2316733894.54
2024-08-07,59.92,60.7,61.38,59.24,25298592.0,1535238304.11
2024-08-08,60.42,60.96,61.48,60.21,14231910.0,867672449.72
2024-08-09,60.85,60.5,61.7,60.33,13802375.0,839905714.13
2024-08-12,60.5,61.38,62.14,60.31,16949235.0,1042597208.29
2024-08-13,61.38,61.36,62.11,60.92,9835074.0,602892300.35
2024-08-14,61.36,60.9,61.49,60.6,11227780.0,685993302.42
2024-08-15,60.7,61.0,61.35,60.29,19163262.0,1166672167.23
2024-08-16,60.81,61.74,61.9,60.67,18066988.0,1112521867.42
2024-08-19,61.69,62.36,63.15,61.67,17275349.0,1075574307.68
2024-08-20,63.48,63.02,63.49,61.76,25780974.0,1623775566.71
2024-08-21,62.71,63.16,63.7,62.33,21187130.0,1337959064.9
2024-08-22,63.13,64.09,64.49,62.72,24978743.0,1597113182.76
2024-08-23,64.0,65.46,65.96,63.88,29047135.0,1895805009.03
2024-08-26,65.94,66.32,66.65,64.9,33958151.0,2241141518.03
2024-08-27,66.0,65.99,66.48,65.49,24113793.0,1590912374.36
2024-08-28,65.98,64.93,66.15,64.57,26542959.0,1726057217.45
2024-08-29,64.42,63.95,65.31,63.95,23285563.0,1500197087.68
2024-08-30,63.48,64.75,65.81,63.38,33386334.0,2160911497.6
2024-09-02,64.5,65.23,66.52,64.44,26075882.0,1706301995.39
2024-09-03,65.01,65.97,66.48,65.0,24237888.0,1599193263.61
2024-09-04,65.86,65.48,66.7,65.36,27499633.0,1814975103.89
2024-09-05,64.95,63.59,65.4,63.48,43212322.0,2763225151.25
2024-09-06,63.6,63.02,64.55,62.9,23320164.0,1480652836.88
2024-09-09,61.35,61.09,62.2,60.68,54840638.0,3359451099.87
2024-09-10,60.48,60.75,61.64,60.48,40111034.0,2451075854.19
2024-09-11,60.52,61.66,62.08,59.7,41921762.0,2572399327.67
2024-09-12,61.8,62.37,62.85,61.66,27616861.0,1719561913.22
