Date,Open,High,Low,Close,Volume
2025-02-12,3875.96,3920.72,3867.35,3919.86,164228540
2025-02-13,3913.9,3939.2,3904.98,3905.14,172485874
2025-02-14,3900.83,3942.04,3900.83,3939.01,172976452
2025-02-17,3954.41,3955.9,3921.7,3947.4,213588246
2025-02-18,3942.58,3965.42,3901.87,3912.78,209425101
2025-02-19,3906.22,3943.67,3904.15,3940.16,182829517
2025-02-20,3934.65,3940.68,3916.18,3928.9,163895236
2025-02-21,3938.05,3981.05,3927.79,3978.44,227400330
2025-02-24,3972.48,3995.95,3949.23,3969.72,220810618
2025-02-25,3933.64,3955.43,3915.65,3925.65,178108580
2025-02-26,3931.84,3960.33,3925.37,3959.94,191062501
2025-02-27,3961.06,3973.93,3933.46,3968.12,202887963
2025-02-28,3950.19,3972.48,3886.4,3890.05,198104147
2025-03-03,3899.7,3930.0,3872.59,3888.47,177623166
2025-03-04,3865.99,3890.42,3855.73,3885.22,149850967
2025-03-05,3887.8,3906.42,3877.02,3902.57,158652751
2025-03-06,3923.38,3964.49,3917.08,3956.24,193960915
2025-03-07,3944.91,3967.07,3935.05,3944.01,166732375
2025-03-10,3945.58,3949.14,3905.13,3928.8,152765232
2025-03-11,3890.43,3941.42,3889.43,3941.42,144754402
2025-03-12,3946.86,3953.61,3921.47,3927.23,156732190
2025-03-13,3925.74,3939.29,3897.38,3911.58,156536443
2025-03-14,3919.62,4014.16,3919.62,4006.56,216139003
2025-03-17,4020.64,4021.73,3992.26,3996.79,162202911
2025-03-18,4011.78,4016.87,3995.96,4007.72,140208496
2025-03-19,4004.83,4025.3,3989.51,4010.17,144419428
2025-03-20,4011.06,4012.04,3969.93,3974.99,133754670
2025-03-21,3966.51,3983.15,3904.77,3914.7,165905294
2025-03-24,3916.11,3938.18,3907.2,3934.85,152234674
2025-03-25,3937.9,3946.36,3921.53,3932.3,140475399
2025-03-26,3930.21,3942.03,3916.86,3919.36,131164187
2025-03-27,3911.38,3952.99,3903.65,3932.41,126793738
2025-03-28,3930.78,3934.23,3907.38,3915.17,126356214
2025-03-31,3905.98,3928.45,3872.4,3887.31,166798523
2025-04-01,3892.78,3905.26,3882.4,3887.68,140380274
